filepath,pdf_base,voluntario,seq,cluster
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,4,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,4,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,5,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,5,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,5,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,6,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,6,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,6,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,7,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,7,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,7,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,8,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,8,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,8,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,9,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,9,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,9,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,1,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,1,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,1,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,2,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,2,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,2,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,3,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,3,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,3,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,4,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,4,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,4,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,5,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,5,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,5,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,6,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,6,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,6,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,7,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,7,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,7,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,8,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,8,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,8,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,9,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,9,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,8,9,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,1,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,1,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,1,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,2,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,2,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,2,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,3,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,3,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,3,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,4,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,4,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,4,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,5,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,5,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,5,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,6,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,6,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,6,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,7,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,7,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,7,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,8,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,8,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,8,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,9,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,9,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario9_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,9,9,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,1,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,1,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,1,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,2,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,2,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,2,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,3,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,3,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,3,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,4,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,4,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,4,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,5,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,5,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,5,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,6,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,6,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,6,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,7,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,7,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,7,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,8,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,8,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,8,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,9,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,9,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario10_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,10,9,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,1,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,1,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,1,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,2,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,2,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,2,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,3,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,3,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,3,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,4,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,4,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,4,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,5,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,5,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,5,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,6,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,6,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,6,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,7,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,7,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,7,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,8,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,8,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario1_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,1,8,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,1,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,1,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,1,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,2,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,2,0
